sex,kanji,hiragana,pageid,birth_year,blood_type,height,weight,occupation,education,birth_place,birth_date,nationality,infobox
female,島田 奈央子,しまだ なおこ,203025,1971.0,,,,音楽ライター、DJ、ラジオパーソナリティ、音楽プロデューサー,山崎学園富士見中学校・高等学校卒業,{{flagicon|JPN}} 東京都練馬区,{{生年月日と年齢|1971|2|1}}、東京都目黒区三田厚生中央病院,,-1
female,島崎 路子,しまざき みちこ,329034,1971.0,,,,,,,,,-1
female,尻無浜 冴美,しなはま さえみ,707517,1989.0,,,,,,,,,-1
female,篠岡 美佳,しのおか みか,831396,1970.0,,,,元歌手・アイドル,和歌山県立田辺商業高等学校（現和歌山県立神島高等学校）,,{{生年月日と年齢|1970|5|20}},,-1
female,篠原 直美,しのはら なおみ,1020165,1980.0,,,,,,,,,-1
female,志田 友美,しだ ゆうみ,1546147,1997.0,,,,,,,,,-1
female,島 ゆいか,しま ゆいか,1672596,1996.0,,,,,,,,,-1
female,島 えりか,しま えりか,2184842,1970.0,,,,,,,,,-1
female,芝田 美沙,しばた みさ,2368248,1989.0,A型,,,タレント、女優、アイドル,,{{Flagicon|JPN}} 大阪府,{{生年月日と年齢|1989|8|19}},,-1
female,詩之本 めぐみ,しのもと めぐみ,2684076,,,,,,,,,,-1
female,篠原 涼子,しのはら りょうこ,2722014,1973.0,,,,,,,,,-1
female,芝崎 唯奈,しばさき ゆいな,2922617,1993.0,,,,,,,,,-1
female,澁谷 梓希,しぶや あずき,2926811,1993.0,,,,,,,,,-1
female,島村 嬉唄,しまむら うた,3226625,2000.0,,,,,,,,,-1
female,柴田 阿弥,しばた あや,3245938,1993.0,,,,,,,,,-1
female,島袋 香菜,しまぶくろ かな,4904696,2000.0,,,,,,,,,-1
female,篠見 星奈,しのみ せいな,4643157,1999.0,,,,,,,,,-1
female,篠原 葵,しのはら あおい,4603128,2000.0,,,,,,,,,-1
female,篠原 望,しのはら のぞみ,4280673,1996.0,,,,,,,,,-1
female,四宮 吏桜,しのみや りお,4089624,1998.0,,,,,,,,,-1
female,柴田 柚菜,しばた ゆな,3906368,2003.0,,,,,,,,,-1
female,島崎 莉乃,しまざき りの,3876632,1996.0,,,,,,,,,-1
female,島倉 りか,しまくら りか,3874664,2000.0,A型,,,歌手,,{{JPN}} 東京都,{{生年月日と年齢|2000|8|20}},,-1
female,渋谷 ゆり,しぶや ゆり,3308750,1989.0,,,,,,,,,-1
male,和田 由貴夫,わだ ゆきお,5004619,1953.0,,,,,,,,,-1
male,吉川 祐介,よしかわ ゆうすけ,4975981,1981.0,,,,文筆家、YouTuber、ブロガー,,"{{JPN}}, 静岡県",{{生年月日と年齢|1981|1|29}},,-1
male,綿野 恵太,わたの けいた,4929073,1988.0,,,,,,,,,-1
male,四角 大輔,よすみ だいすけ,4839388,1970.0,,,,,,,,,-1
male,湯澤 剛,ゆざわ つよし,4258211,1962.0,,,,経営者、著作家,山手学院高等学校早稲田大学法学部法政大学大学院（経営学修士）{{Cite web|和書|url=https://www.jmca.jp/prod/teacher/2267 |title=月刊CD経営塾ご出講講師 |trans-title= |accessdate=2021-04-14 |last= |first= |author= |authorlink= |date= |year= |month= |format= |website= |work= |publisher=日本経営合理化協会 |page= |pages= |quote= |language= |archiveurl= |archivedate= |doi= |ref=}},{{JPN}}・神奈川県鎌倉市,{{生年月日と年齢|1962|10|18}},{{JPN}},-1
female,志喜屋 文,しきや あや,4159035,1971.0,,,,,,,,,-1
male,吉田 新一郎,よしだ しんいちろう,3836448,,,,,,,,,,-1
female,椎名 るか,しいな るか,3601099,2001.0,,,,,,,,,-1
male,吉岡 友治,よしおか ゆうじ,3587947,1954.0,,,,,,,,,-1
male,吉永 嘉明,よしなが よしあき,3544797,1962.0,,,,,,,,,-1
male,山本 隆三,やまもと りゅうぞう,3300304,1951.0,,,,研究者,京都大学,{{JPN}}・香川県,{{birth year and age|1951}},{{JPN}},-1
male,米田 智彦,よねだ ともひこ,3256842,1973.0,,,,編集者、文筆家、ディレクター、起業家,青山学院大学卒業,日本福岡県福岡市,{{生年月日と年齢|1973|1|23}},,-1
male,和田 重正,わだ しげまさ,3189626,1907.0,,,,,,,,,-1
male,渡辺 一雄,わたなべ かずお,3131973,1928.0,,,,,,,,,-1
male,横井 忠夫,よこい ただお,3019278,1935.0,,,,,,,,,-1
male,米沢 慧,よねざわ けい,2691715,1942.0,,,,,,,,,-1
male,渡辺 格,わたなべ ただし,2669994,1937.0,,,,,,,,,-1
female,椎名 ひかり,しいな ひかり,2469593,,,,,,,,,,-1
male,山本 浩貴,やまもと ひろき,4927813,1992.0,,,,,,,,,-1
female,竹村 優希,たけむら ゆき,4763675,,,,,作家,,{{JPN}} 山口県,,,-1
female,谷口 桂子,たにぐち けいこ,4442036,1961.0,,,,,,,,,-1
female,高瀬 隼子,たかせ じゅんこ,4076821,1988.0,,,,,学士（文学）,{{JPN}} 愛媛県,{{生年月日と年齢|1988}},日本,-1
female,田中 古代子,たなか こよこ,3646088,1897.0,,,,作家、小説家,,気高郡 逢坂村大字郡家弐拾壱番屋敷次弐（現・鳥取市気高町）,1897年3月10日,{{JPN}},-1
female,立原 透耶,たちはら とうや,3412289,1969.0,,,,,,,,,-1
female,高橋 有機子,たかはし ゆきこ,3366361,1981.0,,,,小説家,東北大学医療技術短期大学部衛生技術学科中退,{{JPN}} 宮城県大崎市,{{生年月日と年齢|1981|9|}},,-1
female,田中 兆子,たなか ちょうこ,3364503,1964.0,,,,小説家,,{{flagicon|JPN}} 富山県,{{生年月日と年齢|1964||}},{{JPN}},-1
female,武田 綾乃,たけだ あやの,3214937,1992.0,,,,小説家,同志社大学文学部,{{JPN}}・京都府宇治市,{{Birth year and age|1992}},{{JPN}},-1
female,高山 羽根子,たかやま はねこ,3083870,1975.0,,,,小説家,学士,{{JPN}}・富山県富山市,{{生年月日と年齢|1975|5|9}},{{JPN}},-1
female,高山 一実,たかやま かずみ,2760104,1994.0,,,,,,,,,-1
female,田中 志津,たなか しづ,2749763,1917.0,,,,,,,,,-1
female,谷川 直子,たにがわ なおこ,2631570,1960.0,,,,,,,,,-1
female,舘 有紀,たて ゆき,2387202,1968.0,,,,小説家、医師、,自治医科大学医学部,{{JPN}} 福井県,{{生年月日と年齢|1968|04|02}},,-1
female,橘 かがり,たちばな かがり,2317512,1959.0,,,,,,,,,-1
female,立花 胡桃,たちばな くるみ,2253738,1980.0,,,,,,,,,-1
female,高野 裕美子,たかの ゆみこ,2016124,1957.0,,,,,,,,,-1
female,高谷 玲子,たかや れいこ,1948810,1939.0,,,,,,,,,-1
female,瀧羽 麻子,たきわ あさこ,1839725,1981.0,,,,,,,,,-1
female,田辺 青蛙,たなべ せいあ,1642532,1982.0,,,,,,,,,-1
female,高橋 百代,たかはし ももよ,1634651,1923.0,,,,,,,,,-1
female,田中 りえ,たなか りえ,1586607,1956.0,,,,,,,,,-1
female,田中 阿里子,たなか ありこ,1239245,1921.0,,,,,,,,,-1
female,砂村 かいり,すなむら かいり,4997414,,,,,,,{{JPN}},,,-1
female,高倉 やえ,たかくら やえ,4346603,1937.0,,,,,,,,,-1
female,眞海 恭子,しんかい きょうこ,3584811,1942.0,,,,,,,,,-1
female,白井 愛,しらい あい,3299973,1934.0,,,,,,,,,-1
female,鈴木 涼美,すずき すずみ,3002635,1983.0,,,,作家{{Cite web|和書|url=https://www.gqjapan.jp/culture/column/20150527/sex-story|title=女の欲望と不都合な真実──作家・鈴木涼美の書きおろしセックス・ストーリー|work=GQ JAPAN|publisher=コンデナスト・ジャパン|date=2015-07-11|accessdate=2016-03-09}},慶應義塾大学環境情報学部東京大学大学院学際情報学府,{{JPN}} 東京都中央区{{Cite web|和書|url=https://www.gentosha.jp/article/1930/|title=【サイン本プレゼントあり】宮台真司『私たちはどこから来て、どこへ行くのか』刊行記念セミナーレポート|work=幻冬舎plus|publisher=幻冬舎|date=2014-04-24|accessdate=2014-06-06}},{{生年月日と年齢|1983|07|13}}{{Cite web|和書|url=http://www.ap-e.jp/culture/suzumisuzuki/|title=鈴木涼美|publisher=AP Entertainment|accessdate=2016-03-09}},,-1
female,関口 芙沙恵,せきぐち ふさえ,2965882,1944.0,,,,小説家,埼玉県立本庄高等学校卒業,{{JPN}}・群馬県伊勢崎市,1944年,{{JPN}},-1
female,図子 慧,ずし けい,2892404,1960.0,,,,小説家,,愛媛県,{{生年月日と年齢|1960|05|09}}角川スニーカー文庫『ガール』（1991年）裏表紙の著者紹介,{{JPN}},-1
female,高尾 長良,たかお ながら,2760220,1992.0,,,,医師・小説家,,{{Flagicon|Japan}} 東京都,,,-1
female,角 圭子,すみ けいこ,2684445,1920.0,,,,,,,,,-1
female,鈴木 由紀子,すずき ゆきこ,2447004,1947.0,,,,,,,,,-1
female,島津 隆子,しまづ たかこ,2417049,1932.0,,,,,,,,,-1
female,島田 佳奈,しまだ かな,2228215,1969.0,,,,作家、女豹ライター、コラムニスト、エッセイスト、All About恋愛ガイド、タレント,跡見学園女子大学短期大学部生活芸術科中退,{{JPN}} 東京都,{{生年月日と年齢|1969|4|3}},{{JPN}},-1
female,新章 文子,しんしょう ふみこ,2059689,1922.0,,,,小説家推理作家,,{{flagicon|JPN}} 京都府,1922年1月6日,{{JPN}},-1
female,子母澤 類,しもざわ るい,2043329,1960.0,,,,,,,,,-1
female,仙川 環,せんかわ たまき,1979716,1968.0,,,,小説家,大阪大学大学院医学系研究科修士課程修了,{{flagicon|JPN}} 東京都,{{生年月日と年齢|1968|12|25}},{{JPN}},-1
female,雀野 日名子,すずめの ひなこ,1642537,1975.0,,,,小説家,大阪外国語大学（現大阪大学外国語学部）,{{flagicon|JPN}}・石川県,{{生年月日と年齢|1975|}},{{JPN}},-1
female,下田 治美,しもだ はるみ,1140198,1947.0,,,,,,,,,-1
female,杉本 章子,すぎもと あきこ,1034397,1953.0,,,,小説家,金城学院大学大学院修士課程修了,{{flagicon|JPN}} 福岡県八女市,{{生年月日と年齢|1953|5|28|no}},{{JPN}},-1
female,城之内 早苗,じょうのうち さなえ,42440,1968.0,O型,,,歌手,明治大学付属中野高校夜間部卒業,{{JPN}} 茨城県鹿島郡神栖町（現：神栖市）別冊宝島2611『80年代アイドルcollection』p.81.,{{生年月日と年齢|1968|5|17}},,-1
female,清水 佐紀,しみず さき,43819,1991.0,O型{{Cite web|和書|archiveurl=https://web.archive.org/web/20211112145944/http://www.jp-r.co.jp/saki_shimizu/profile/ |archivedate=2021-11-12|url=http://www.jp-r.co.jp/saki_shimizu/profile/ |title=アーティストプロフィール 清水佐紀 |work=J.P ROOM|accessdate=2021-12-01}}{{Cite book|和書 |year = 2012 | title = ハロー!プロジェクト・キッズ デビュー10周年記念 Berryz工房×℃-ute クロストークBOOK『RIVAL〜12少女の10年物語〜』 | publisher = ワニブックス| page = 4 |isbn = 978-4847044663}},,,歌手、女優,,{{JPN}} 神奈川県{{Cite book|和書 |year = 2012 | title = 映画秘宝EX 激動!アイドル10年史 | publisher = 洋泉社| page = 34 |isbn = 978-4862489081}},{{生年月日と年齢|1991|11|22}},,-1
female,下川 みくに,しもかわ みくに,142765,1980.0,B型,,,,とわの森三愛高等学校,{{JPN}}・北海道日高郡新ひだか町,{{生年月日と年齢|1980|3|19}},,-1
male,今西 正男,いまにし まさお,156788,1931.0,,,,,,,,,-1
female,青沼 ちあさ,あおぬま ちあさ,193821,1975.0,,,,,,,,,-1
female,下垣 真香,しもがき まどか,294528,1991.0,,,,,,,,,-1
male,今福 将雄,いまふく まさお,515164,1921.0,,,,,,,,,-1
female,城 ゆかり,じょう ゆかり,946831,1989.0,,,,,,,,,-1
male,今津 光博,いまづ みつひろ,969983,1987.0,,,,,,,,,-1
female,清水 香織,しみず かおり,1191653,1968.0,,,,歌手,,{{JPN}}・静岡県富士宮市,{{生年月日と年齢|1968|1|15}},,-1
male,今橋 恒,いまはし ひさし,1305901,1935.0,,,,,,,,,-1
male,今林 久弥,いまばやし ひさや,1314210,1972.0,,170cm,75kg,,,福岡県福岡市,{{生年月日と年齢|1972|9|1}},,-1
female,上西 恵,じょうにし けい,2248196,1995.0,,,,,,,,,-1
female,庄司 芽生,しょうじ めい,2379949,1997.0,O型,,,歌手,,{{JPN}}・山形県,{{生年月日と年齢|1997|7|2}},,-1
female,城 恵理子,じょう えりこ,2543922,1998.0,,,,,,,,,-1
female,青野 未来,あおの みく,2632105,1990.0,,158 cm,54kg,,,埼玉県川越市,{{生年月日と年齢|1990|8|21}},,-1
female,志村 理佳,しむら りか,2635505,1992.0,,,,,,,,,-1
female,志村 香,しむら かおり,2831505,1969.0,,,,,,,,,-1
male,今村 俊一,いまむら しゅんいち,2942100,1954.0,,,,,,,,,-1
female,赤松 寛子,あかまつ ひろこ,408782,1979.0,,,,,,,,,-1
female,浅香 友紀,あさか ゆき,452824,1984.0,,,,,,,,,-1
female,青山 さゆり,あおやま さゆり,759612,1980.0,,,,,,,,,-1
female,赤松 唯,あかまつ ゆい,763313,1987.0,,,,,,,,,-1
female,秋野 結,あきの ゆい,1040402,1990.0,,,,,,,,,-1
female,赤松 恵,あかまつ けい,1193682,1980.0,,,,,,,,,-1
female,赤坂 沙絵,あかさか さえ,1237727,1993.0,,,,,,,,,-1
female,下谷 あゆ,しもたに あゆ,4924639,2005.0,,,,,,,,,-1
female,下井谷 幸穂,しもいたに ゆきほ,4781855,2006.0,O型{{R|shimoitani-profile}},,,歌手,,{{JPN}} 岡山県{{R|shimoitani-profile}},{{生年月日と年齢|2006|8|4}}{{cite web|url=https://www.helloproject.com/angerme/profile/yukiho_shimoitani/|title=アンジュルム 下井谷幸穂プロフィール|work=ハロー!プロジェクト オフィシャルサイト|date=2023-05-23|accessdate=2023-05-23}},,-1
female,正源司 陽子,しょうげんじ ようこ,4664982,2007.0,,,,,,,,,-1
male,今村 謙斗,いまむら けんと,4649413,1992.0,,,,,,,,,-1
male,今牧 輝琉,いままき ひかる,4594988,2003.0,,,,,,,,,-1
female,上西 怜,じょうにし れい,4226408,2001.0,,,,,,,,,-1
female,清水 杏莉,しみず あんり,4109887,1999.0,,,,,,,,,-1
female,蒼野 杏,あおの あん,3989147,1998.0,,,,,,,,,-1
female,清水 麻璃亜,しみず まりあ,3821147,1997.0,,,,,,,,,-1
female,清水 理子,しみず りこ,3793330,1997.0,,,,,,,,,-1
male,今西 健太,いまにし けんた,3325390,,,,,,,,,,-1
female,上西 星来,じょうにし せいら,3254839,1996.0,,,,,,,,,-1
male,今村 一誌洋,いまむら かずひろ,3202201,,,,,,,,,,-1
male,今村 源兵,いまむら げんぺい,2989794,1910.0,,,,,,,,,-1
male,今村 真悟,いまむら しんご,2967084,1988.0,,,,,,,,,-1
female,芦田 実沙寿,あしだ みすず,1234596,1993.0,,,,,,,,,-1
female,浅田 ひとみ,あさだ ひとみ,1493947,1993.0,,,,,,,,,-1
female,朝木 智美,あさき ともみ,1558682,1990.0,,,,,,,,,-1
female,浅本 美加,あさもと みか,1659568,1988.0,,,,,,,,,-1
female,浅野 みなこ,あさの みなこ,2334903,,,,,,,,,,-1
female,東 真彌,あずま まみ,2591612,1983.0,,,,,,,,,-1
female,安達 夕莉,あだち ゆうり,4650247,2002.0,,,,,,,,,-1
female,浅海 ゆづき,あさみ ゆづき,4533824,1996.0,,,,,,,,,-1
female,阿部 千鶴,あべ ちづる,3571533,1993.0,,,,,,,,,-1
female,赤木 クロ,あかぎ クロ,4812574,,,,,,,,,,-1
female,あさおか 倖,あさおか こう,4775530,1994.0,,,,,,,,,-1
female,茜 結,あかね ゆい,4285828,1979.0,,,,,,,,,-1
female,青山 なぎさ,あおやま なぎさ,4269789,1998.0,,,,,,,,,-1
female,青山 沙也香,あおやま さやか,4175433,1990.0,,,,,,,,,-1
female,秋山 かほ,あきやま かほ,4016804,1997.0,,,,,,,,,-1
female,青宮 鑑,あおみや かがみ,3795680,1998.0,,,,,,,,,-1
female,秋本 翼,あきもと つばさ,3376611,1991.0,,,,,,,,,-1
female,安久澤 ユノ,あくざわ ユノ,3290589,1990.0,,,,,,,,,-1
female,茜 さや,あかね さや,3015843,1993.0,,,,,,,,,-1
female,秋乃 みずき,あきの みずき,1590418,1991.0,,,,,,,,,-1
female,中越 典子,なかごし のりこ,41935,1979.0,,,,,,,,,-1
female,一宮 里絵,いちみや りえ,165886,1976.0,,,,,,,,,-1
female,白石 知世,しらいし ちよ,172266,1985.0,,,,,,,,,-1
female,水野 裕子,みずの ゆうこ,43145,1982.0,,,,,,,,,-1
female,黒住 祐子,くろずみ ゆうこ,285118,1973.0,,,,,,,,,-1
female,野仲 美貴,のなか みき,107485,1978.0,,,,,,,,,-1
female,斉藤 瞳,さいとう ひとみ,127080,1981.0,A型,,,歌手,新潟県立新潟翠江高等学校卒業{{Cite news |和書 |url=https://www.sponichi.co.jp/entertainment/news/2015/12/30/kiji/K20151230011778810.html |title=元「メロン記念日」の斉藤瞳が再婚 お相手は高校の同級生 |newspaper=スポーツニッポン |date=2015-12-30 |accessdate=2024-04-17}},{{JPN}} 新潟県新潟市南区（旧・西蒲原郡月潟村）,{{生年月日と年齢|1981|10|31}}{{Cite web |和書 |url=https://www.fmniigata.com/blog/h_saito/ |title=斉藤瞳 – FM新潟 パーソナリティ |work=斉藤瞳のブログ |publisher=FM-NIIGATA |accessdate=2024-04-17}},,-1
female,立川 絵理,たちかわ えり,435515,1983.0,,,,,,,,,-1
female,竹井 美咲,たけい みさき,442111,1984.0,,,,,,,,,-1
female,岸本 ゆきえ,きしもと ゆきえ,442141,1981.0,,,,,,,,,-1
female,坂井 ひろみ,さかい ひろみ,442160,1980.0,,,,,,,,,-1
female,是永 美記,これなが みき,299768,1985.0,,,,,,,,,-1
female,清水 あき,しみず あき,446558,1979.0,,,,,,,,,-1
female,白石 みき,しらいし みき,446615,1982.0,,,,,,,,,-1
female,細野 由華,ほその ゆか,352004,1981.0,,,,,,,,,-1
female,長谷部 瞳,はせべ ひとみ,380379,1985.0,,,,,,,,,-1
female,諸岡 愛美,もろおか まなみ,408572,1981.0,,,,,,,,,-1
female,森山 愛子,もりやま あいこ,425525,1985.0,,,,,,,,,-1
female,柴田 あゆみ,しばた あゆみ,48853,1984.0,O型,,,歌手,,{{JPN}}、神奈川県,{{生年月日と年齢|1984|2|22}},,-1
female,須藤 茉麻,すどう まあさ,72833,1992.0,O型,,,歌手女優,,{{JPN}}・東京都,{{生年月日と年齢|1992|7|3}}{{Cite web|和書|date=2023-01-01 |url=https://www.up-front-create.com/maasa_sudou/profile/ |title=アーティストプロフィール |work=須藤茉麻 |publisher=アップフロントクリエイト |accessdate=2023-01-01}},,-1
female,新妻 聖子,にいづま せいこ,435213,1980.0,,,,,,,,,-1
female,友田 安紀,ともだ あき,435275,,,,,,,,,,-1
female,松田 樹里,まつだ じゅり,441239,1977.0,,,,,,,,,-1
female,菅谷 梨沙子,すがや りさこ,72834,1994.0,A型,,,歌手、女優,,{{JPN}} 神奈川県,{{生年月日と年齢|1994|4|4}},,-1
female,杉林 沙織,すぎばやし さおり,171293,1988.0,,,,,,,,,-1
female,滝 ありさ,たき ありさ,276216,1987.0,,,,,,,,,-1
female,古川 麻耶,ふるかわ まや,446597,1982.0,,,,,,,,,-1
female,中村 優,なかむら ゆう,494904,1987.0,,,,,,,,,-1
female,平塚 奈菜,ひらつか なな,499052,1985.0,,,,,,,,,-1
female,立花 彩野,たちばな あやの,467774,1988.0,,,,,,,,,-1
female,橘 佳奈,たちばな かな,490739,1985.0,O型,,,歌手,堀越高等学校卒業,{{JPN}}・大阪府東大阪市,{{生年月日と年齢|1985|10|20}},,-1
female,小林 知美,こばやし ともみ,551958,,,,,,,,,,-1
female,中森 友香,なかもり ゆか,585850,1975.0,,,,,,,,,-1
female,高木 加織,たかぎ かおり,586162,1985.0,,,,,,,,,-1
female,渋谷 千賀,しぶや ちか,618855,1985.0,,,,,,,,,-1
female,鈴木 彩,すずき あや,645904,1989.0,,,,,,,,,-1
female,阪本 麻美,さかもと まみ,652500,1983.0,,,,,,,,,-1
female,庄子 知美,しょうじ ともみ,654705,1982.0,,,,,,,,,-1
female,高山 紗希,たかやま さき,663509,1990.0,,,,,,,,,-1
female,鈴木 礼央奈,すずき れおな,669502,1985.0,,,,,,,,,-1
female,小室 ゆら,こむろ ゆら,4544286,1996.0,,,,,,,,,-1
female,鈴元 まい,すずもと まい,3895182,1995.0,,,,,,,,,-1
female,高田 夏帆,たかだ かほ,3641352,1996.0,,,,,,,,,-1
female,鈴木 美羽,すずき みう,3488147,2000.0,,,,,,,,,-1
female,高柳 愛実,たかやなぎ まなみ,3418885,1993.0,,,,,,,,,-1
female,齋藤 明里,さいとう あかり,3026275,1995.0,,,,,,,,,-1
female,小町 桃子,こまち ももこ,2825952,1987.0,,,,,,,,,-1
female,坂下 千里子,さかした ちりこ,2816668,1976.0,,,,,,,,,-1
female,小林 麗菜,こばやし れいな,2324740,1995.0,,,,,,,,,-1
female,坂ノ上 茜,さかのうえ あかね,1822238,1995.0,,,,,,,,,-1
female,神崎 恵,かんざき めぐみ,1473299,1975.0,,,,,,,,,-1
female,おおつか 麗衣,おおつか れい,888945,1986.0,,,,,,,,,-1
female,鈴木 あきえ,すずき あきえ,868151,1987.0,,,,,,,,,-1
female,曽根 由希江,そね ゆきえ,853973,1985.0,O型,,,{{Hlist-comma|タレント|シンガーソングライター|ラジオパーソナリティ|リポーター}},,{{JPN}} 東京都,{{生年月日と年齢|1985|4|27}},,-1
female,佐藤 弥生,さとう やよい,447457,1986.0,,,,,,,,,-1
female,庄内 沙希,しょうない さき,3860392,1990.0,,,,,,,,,-1
female,嗣永 桃子,つぐなが ももこ,43818,1992.0,O型,,,歌手アイドルタレント女優,國學院大學人間開発学部初等教育学科,{{JPN}} 千葉県,{{生年月日と年齢|1992|3|6}},,-1
female,夏 焼雅,なつやき みやび,43822,1992.0,O型{{Cite book|和書 |year = 2012 | title = ハロー!プロジェクト・キッズ デビュー10周年記念 Berryz工房×℃-ute クロストークBOOK『RIVAL〜12少女の10年物語〜』 | publisher = ワニブックス| page = 9 |isbn = 978-4847044663}},,,歌手,,{{JPN}}・千葉県{{Cite book|和書 |year = 2012 | title = 映画秘宝EX激動！アイドル10年史 | publisher = 洋泉社| page = 34 |isbn = 978-4862489081}}（埼玉県育ち）{{Cite journal|和書 |year=2012 |month=8 |title = 可愛さも!! 熱さも!! ロックなアイドル、BUONO! |journal=アニカンRヤンヤン!! 2012サマー特別号 2012年 09月号 |page=53 |publisher=音楽出版社 }},{{生年月日と年齢|1992|8|25}}{{Cite web|和書|date=2023-01-01 |url=https://www.up-front-create.com/miyabi_natsuyaki/profile/ |title=アーティストプロフィール |work=夏焼雅 |publisher=アップフロントクリエイト |accessdate=2023-01-01}},,-1
female,徳永 千奈美,とくなが ちなみ,72835,1992.0,O型,,,歌手,,{{JPN}} 神奈川県,{{生年月日と年齢|1992|5|22}},,-1
male,忌野 清志郎,いまわの きよしろう,120693,1951.0,,,,{{Hlist-comma|シンガーソングライター|音楽プロデューサー|俳優}},東京都立日野高等学校卒業,,{{Plainlist| * 1951年4月2日 * {{JPN}} 東京都中野区（東京都国分寺市育ち）}},,-1
female,富田 麻帆,とみた まほ,305104,,,,,,,,,,-1
female,時東 ぁみ,ときとう あみ,342772,1987.0,,,,,,,,,-1
female,西村 優奈,にしむら ゆな,357738,1993.0,,,,,,,,,-1
female,夏目 理緒,なつめ りお,371014,1985.0,,,,,,,,,-1
female,中島 早貴,なかじま さき,384306,1994.0,O型,,,歌手,,{{JPN}} 埼玉県,{{生年月日と年齢|1994|2|5}}{{Cite web|和書|date=2023-01-01 |url=https://www.up-front-create.com/saki_nakajima/profile/ |title=アーティストプロフィール |work=中島早貴 |publisher=アップフロントクリエイト |accessdate=2023-01-01}},,-1
female,鈴木 愛理,すずき あいり,1953205,1994.0,,,,{{Hlist-comma|歌手|女優|モデル}},慶應義塾大学環境情報学部,{{JPN}} 千葉県,{{生年月日と年齢|1994|4|12}}{{Cite web |url=https://www.airisuzuki-officialweb.com/profile/ |title=PROFILE |work=鈴木愛理オフィシャルサイト |accessdate=2018-11-22}} {{JPN}} 岐阜県,,-1
female,菅原 雪,すがわら ゆき,1798915,1988.0,,,,,,,,,-1
female,滝口 ミラ,たきぐち ミラ,1702227,1989.0,,,,,,,,,-1
female,仙石 みなみ,せんごく みなみ,1113728,1991.0,O型,,,アイドル、女優、歌手,,{{JPN}} 宮城県仙台市{{Cite web|和書| author=仙石みなみ | date=2011-04-01 | url=https://ameblo.jp/upfront-girls/entry-10847954513.html | title=『せんごくです』 | work=アップフロントガールズ（仮）オフィシャルブログ | publisher=サイバーエージェント | accessdate=2011-04-02}},{{生年月日と年齢|1991|4|30}}{{Cite web|和書| url=https://yum-e.jp/talent/%e4%bb%99%e7%9f%b3-%e3%81%bf%e3%81%aa%e3%81%bf/ | title=仙石みなみ | work=YU-M エンターテイメント | accessdate=2021-12-10}}D・GIRLS 〜ソーシャルメディアの踊り手たち〜 79頁,,-1
female,齋藤 優里奈,さいとう ゆりな,1109737,1990.0,,,,,,,,,-1
female,清水 香苗,しみず かなえ,1107496,1985.0,,,,,,,,,-1
female,杉山 菜摘,すぎやま なつみ,1106404,1987.0,,,,,,,,,-1
female,鈴木 涼子,すずき りょうこ,1106399,1984.0,,,,,,,,,-1
female,鹿谷 弥生,しかたに やよい,1034827,1988.0,,,,,,,,,-1
female,杉田 沙緒里,すぎた さおり,969455,1984.0,,,,,,,,,-1
female,篠崎 彩音,しのざき あやね,930928,1988.0,,,,,,,,,-1
female,高橋 幸子,たかはし さちこ,891171,1986.0,,,,,,,,,-1
female,島野 亜希子,しまの あきこ,833622,1985.0,,,,,,,,,-1
female,佐藤 麻奈,さとう まな,833558,1987.0,,,,,,,,,-1
female,瀬戸 麻楡,せと まゆ,833529,1989.0,,,,,,,,,-1
female,鈴木 美生,すずき みお,743723,1985.0,,,,,,,,,-1
female,田中 杏里,たなか あんり,690033,1991.0,,,,,,,,,-1
female,貞包 みゆき,さだかね みゆき,684965,1972.0,,,,,,,,,-1
female,高宮 悠子,たかみや ゆうこ,672722,1980.0,,,,,,,,,-1
female,速瀬 愛,はやせ あい,4637224,2001.0,,,,,,,,,-1
female,長谷川 美月,はせがわ みつき,4319574,2002.0,,,,,,,,,-1
female,日向 未来,ひなた みらい,3557569,2002.0,,,,,,,,,-1
female,早川 真理恵,はやかわ まりえ,3005780,1988.0,,,,,,,,,-1
female,八田 亜矢子,はった あやこ,2777492,1984.0,,,,,,,,,-1
female,仁科 仁美,にしな ひとみ,2777482,1984.0,,,,,,,,,-1
female,フランク 莉奈,フランク りな,2510719,,,,,,,,,,-1
female,小林 まり枝,こばやし まりえ,1733624,1986.0,,,,,,,,,-1
female,小杉 まさみ,こすぎ まさみ,923895,1993.0,,,,,,,,,-1
female,中村 明花,なかむら さやか,868238,1986.0,,,,,,,,,-1
female,桃瀬 ツカサ,ももせ ツカサ,860746,1984.0,,,,,,,,,-1
female,松井 友香,まつい ゆか,817584,1977.0,,,,,,,,,-1
female,小島 くるみ,こじま くるみ,650240,1984.0,,,,,,,,,-1
female,今野 杏南,こんの あんな,644770,1989.0,,,,,,,,,-1
male,入野 自由,いりの みゆ,132937,1988.0,,,,,,,,,-1
female,中澤 優子,なかざわ ゆうこ,584032,1984.0,,,,,,,,,-1
female,西田 美歩,にしだ みほ,586169,1986.0,,,,,,,,,-1
male,入江 雅人,いりえ まさと,133908,1963.0,,,,,,,,,-1
male,岩瀬 威司,いわせ つよし,211697,1975.0,,,,,,,,,-1
male,岩崎 ひろし,いわさき ひろし,296953,1953.0,,,,,,,,,-1
female,筑間 はこべ,ちくま はこべ,639911,1977.0,,,,,,,,,-1
female,中村 まゆみ,なかむら まゆみ,642220,,,,,,,,,,-1
