birth_date,birth_place,birth_year,blood_type,drop,education,extract,height,hiragana,infobox,kanji,nationality,occupation,pageid,sex,title,weight
1962年,東京都台東区,1962,,False,大阪芸術大学芸術学部文芸学科,-1,,ほんま ひろむ,-1,本間ひろむ,日本,批評家/アーティスト,224086,male,本間ひろむ,
{{生年月日と年齢|1972|10|29}},{{JPN1947}}・福岡県八女市,1972,,False,久留米大学附設高等学校卒業東京大学文学部中退,-1,173 cm{{Cite web |和書 |url=https://www.sanspo.com/article/20260423-ILMQQWDEB5CXPKWNOHVI7HH5SA/ |title=堀江貴文氏「どういう嫌がらせ？」 ウィキペディアの身長書き換えと謎の別名に憤慨 |website=サンスポ |publisher=産業経済新聞社 |date=2026-04-23 |accessdate=2026-04-24 }},ほりえ たかふみ,-1,堀江貴文,{{JPN}},実業家著作家（書籍・動画）タレント俳優歌手料理人ラジオパーソナリティ政治活動家参議院議員私設秘書YouTuber,261203,male,堀江貴文,88kg
,,1950,,False,,-1,,まつざき てつひさ,-1,松崎哲久,,,331562,male,松崎哲久,
,,1945,,False,,-1,,まきの つよし,-1,牧野剛,,,641328,male,牧野剛,
,,1945,,False,,-1,,まちざわ しずお,-1,町沢静夫,,,822205,male,町沢静夫,
,,1870,,False,,-1,,まきの よしお,-1,牧野義雄,,,920654,male,牧野義雄,
,,1974,,False,,-1,,まつもと はじめ,-1,松本哉,,,959908,male,松本哉,
,,1902,,False,,-1,,ほり ひでひこ,-1,堀秀彦,,,1069941,male,堀秀彦,
,,1936,,False,,-1,,ほんじょう のぶひさ,-1,本城靖久,,,1193638,male,本城靖久,
,,1931,,False,,-1,,まえだ けい,-1,前田ケイ,,,1321965,male,前田ケイ,
,,1958,,False,,-1,,まつざわ くれいち,-1,松沢呉一,,,1366690,male,松沢呉一,
,,1928,,False,,-1,,まつもと たつお,-1,松本辰夫,,,1635487,male,松本辰夫,
{{生年月日と年齢|1968|8|10}},東京都中野区沼袋,1968,,False,,-1,,パンク まちだ,-1,パンク町田,{{JPN}},作家ナチュラリスト動物研究家,1698965,male,パンク町田,
1929年9月29日,東京府,1929,,False,,-1,,ますだ やすお,-1,増田誉雄,,牧師・説教者・神学者,1840552,male,増田誉雄,
,兵庫県神戸市,1967,,False,,-1,,ほんだ けん,-1,本田健,日本,作家,1962926,male,本田健,
,,1924,,False,,-1,,まつはし ただみつ,-1,松橋忠光,,,1981804,male,松橋忠光,
,,1950,,False,,-1,,まちだ しのぶ,-1,町田忍,,,1996898,male,町田忍,
,,1992,,False,,-1,,こんない りお,-1,近内里緒,,,26475,female,近内里緒,
,,1948,,False,,-1,,まなか のりお,-1,真中史雄,,,114770,male,真中史雄,
,,1923,,False,,-1,,みくに れんたろう,-1,三國連太郎,,,149711,male,三國連太郎,
,,1975,,False,,-1,,こまむら たえ,-1,駒村多恵,,,303955,female,駒村多恵,
,,1974,,False,,-1,,まるやま たけし,-1,丸山タケシ,,,311060,male,丸山タケシ,
1931年3月16日,{{JPN1889}}・青森県八戸市,1931,,False,文学士,-1,,みうら てつお,-1,三浦哲郎,{{JPN}},小説家、随筆家、元中学校教員,534439,male,三浦哲郎,
,,1947,,False,,-1,,みうら かずよし,-1,三浦和義,,,835633,male,三浦和義,
,,1947,,False,,-1,,まるや しんや,-1,丸屋真也,,,899505,male,丸屋真也,
,,1982,,False,,-1,,こもり みき,-1,小森美樹,,,963130,female,小森美樹,
,,1941,,False,,-1,,みかみ おさむ,-1,三上治,,,1133041,male,三上治,
,,1904,,False,,-1,,みずかみ ふじ,-1,水上不二,,,1308445,male,水上不二,
,,1958,,False,,-1,,こやなぎ ゆきみ,-1,小柳友貴美,,,1481892,female,小柳友貴美,
,,1942,,False,,-1,,まつもと ひろたか,-1,松本紘宇,,,2032905,male,松本紘宇,
,,1979,,False,,-1,,きょくやま えり,-1,曲山英里,,,23988,female,曲山英里,
,,1981,,False,,-1,,くしやま てるみ,-1,櫛山晃美,,,69800,female,櫛山晃美,
,,1978,,False,,-1,,くおん さやか,-1,久遠さやか,,,165121,female,久遠さやか,
,,1952,,False,,-1,,くすた えりこ,-1,楠田枝里子,,,174576,female,楠田枝里子,
,,1983,,False,,-1,,くどう あさぎ,-1,工藤あさぎ,,,464145,female,工藤あさぎ,
,,1989,,False,,-1,,きりむら もえ,-1,桐村萌絵,,,571059,female,桐村萌絵,
,,1988,,False,,-1,,くさば めぐみ,-1,草場恵,,,659137,female,草場恵,
,,1991,,False,,-1,,きりやま るい,-1,桐山瑠衣,,,1549259,female,桐山瑠衣,
,,,,False,,-1,,きむら みえ,-1,木村三恵,,,1751183,female,木村三恵,
,,1960,,False,,-1,,くろき ひとみ,-1,黒木瞳,,,55337,female,黒木瞳,
,,1982,,False,,-1,,くろさわ ゆう,-1,黒澤優,,,74518,female,黒澤優,
,,1977,,False,,-1,,くりす ゆきな,-1,栗栖ゆきな,,,257306,female,栗栖ゆきな,
,,1961,,False,,-1,,くろだ ちえこ,-1,黒田知永子,,,303366,female,黒田知永子,
,,1986,,False,,-1,,くらはし さゆり,-1,倉橋沙由梨,,,650287,female,倉橋沙由梨,
,,1991,,False,,-1,,くろせ まなみ,-1,黒瀬真奈美,,,663106,female,黒瀬真奈美,
,,1978,,False,,-1,,くりはら りな,-1,栗原里奈,,,663528,female,栗原里奈,
,,1983,,False,,-1,,くらもと さやこ,-1,倉本清子,,,936783,female,倉本清子,
,,1975,,False,,-1,,くるす ゆみ,-1,久留須ゆみ,,,1030117,female,久留須ゆみ,
,,1940,,False,,-1,,くりはら アヤこ,-1,栗原アヤ子,,,1300722,female,栗原アヤ子,
,,1987,,False,,-1,,くろだ ありさ,-1,黒田有彩,,,1304303,female,黒田有彩,
,,1984,,False,,-1,,くろさき えりか,-1,黒崎えりか,,,1354192,female,黒崎えりか,
,,1989,,False,,-1,,くろだ あや,-1,黒田彩,,,1479614,female,黒田彩,
,,1991,,False,,-1,,くらもち ゆか,-1,倉持由香,,,1525922,female,倉持由香,
,,1991,,False,,-1,,くろき ゆうこ,-1,黒木優子,,,1646077,female,黒木優子,
{{生年月日と年齢|1941|3|15|NO}},{{JPN}} 兵庫県神戸市,1941,,False,兵庫県立星陵高等学校,-1,,いのうえ たかゆき,-1,井上堯之,,{{hlist-comma|ギタリスト|作曲家|歌手|音楽プロデューサー}},156425,male,井上堯之,
,,1935,,False,,-1,,いのうえ たかお,-1,井上孝雄,,,184689,male,井上孝雄,
1971年1月23日{{SSR1955}}{{SFSR}}、モスクワ,,1971,,False,英国四天王寺学園高等部卒,-1,,かわむら カオリ,-1,川村カオリ,,歌手作詞家ファッションモデル女優エッセイスト,277473,female,川村カオリ,
,,1990,,False,,-1,,かわはら まこと,-1,川原真琴,,,630578,female,川原真琴,
,,1927,,False,,-1,,いのうえ しょうぶん,-1,井上昭文,,,656811,male,井上昭文,
,,1981,,False,,-1,,いのうえ すぐる,-1,井上優,,,797257,male,井上優 (声優),
,,1994,,False,,-1,,かわごえ れおな,-1,川越れおな,,,961549,female,川越れおな,
,,1952,,False,,-1,,いのうえ せいご,-1,井上誠吾,,,1121905,male,井上誠吾,
,,1993,,False,,-1,,かわしま まり,-1,川島麻利,,,1168211,female,川島麻利,
,,1950,,False,,-1,,いのうえ たかし,-1,井上高志,,,1179745,male,井上高志,
,,1994,,False,,-1,,かわまた ちなみ,-1,川又智菜美,,,1508265,female,川又智菜美,
,,1944,,False,,-1,,いのうえ しげる,-1,井上茂,,,1669318,male,井上茂,
,,1990,,False,,-1,,かわばた かなこ,-1,川端かなこ,,,1874941,female,川端かなこ,
{{Plainlist| * 1951年4月2日 * {{JPN}} 東京都中野区（東京都国分寺市育ち）}},,1951,,False,東京都立日野高等学校卒業,-1,,いまわの きよしろう,-1,忌野清志郎,,{{Hlist-comma|シンガーソングライター|音楽プロデューサー|俳優}},120693,male,忌野清志郎,
,,1988,,False,,-1,,いりの みゆ,-1,入野自由,,,132937,male,入野自由,
,,1963,,False,,-1,,いりえ まさと,-1,入江雅人,,,133908,male,入江雅人,
,,1931,,False,,-1,,いまにし まさお,-1,今西正男,,,156788,male,今西正男,
,,1921,,False,,-1,,いまふく まさお,-1,今福将雄,,,515164,male,今福将雄,
,,1982,,False,,-1,,いれい かなた,-1,伊礼彼方,,,563634,male,伊礼彼方,
,,1959,,False,,-1,,いりえ たかし,-1,入江崇史,,,873660,male,入江崇史,
,,1987,,False,,-1,,いまづ みつひろ,-1,今津光博,,,969983,male,今津光博,
,,1958,,False,,-1,,いまむら ねずみ,-1,今村ねずみ,,,993326,male,今村ねずみ,
,,1935,,False,,-1,,いまはし ひさし,-1,今橋恒,,,1305901,male,今橋恒,
,,1977,,False,,-1,,くにもと まこ,-1,国本真子,,,1312207,female,国本真子,
{{生年月日と年齢|1972|9|1}},福岡県福岡市,1972,,False,,-1,170cm,いまばやし ひさや,-1,今林久弥,,,1314210,male,今林久弥,75kg
,,1993,,False,,-1,,いりえ じんぎ,-1,入江甚儀,,,1492242,male,入江甚儀,
,,1982,,False,,-1,,くぼ じゅんこ,-1,久保順子,,,1846213,female,久保順子,
,,1986,,False,,-1,,くぼ ななせ,-1,久保七瀬,,,1978430,female,久保七瀬,
,,1998,,False,,-1,,くぬぎ ありさ,-1,椚ありさ,,,2090637,female,椚ありさ,
,,1981,,False,,-1,,いやもと なおき,-1,辞本直樹,,,2104264,male,辞本直樹,
{{生年月日と年齢|1986|7|31}},埼玉県上尾市,1986,O型,False,,-1,171 cm,いわい ゆうき,-1,岩井勇気,,,2340019,male,岩井勇気,
,,1982,,False,,-1,,こばやし まお,-1,小林麻央,,,31485,female,小林麻央,
,,1959,,False,,-1,,こてがわ ゆうこ,-1,古手川祐子,,,134686,female,古手川祐子,
,,1972,,False,,-1,,こはし あき,-1,小橋亜樹,,,239848,female,小橋亜樹,
,,1975,,False,,-1,,こばやし あずさ,-1,小林あずさ,,,517137,female,小林あずさ,
,,1965,,False,,-1,,こまき ゆか,-1,小牧ユカ,,,544030,female,小牧ユカ,
,,1985,,False,,-1,,かじわら まりこ,-1,梶原麻莉子,,,636446,female,梶原麻莉子,
,,1963,,False,,-1,,こばやし ちえ,-1,小林千絵,,,777933,female,小林千絵,
,,1980,,False,,-1,,このえ はな,-1,近衛はな,,,819437,female,近衛はな,
,,1986,,False,,-1,,こばやし まりえ,-1,小林まり枝,,,1733624,female,小林まり枝,
,,2004,,False,,-1,,こばやし せいらん,-1,小林星蘭,,,1922113,female,小林星蘭,
,,1977,,False,,-1,,いまい ゆうぞう,-1,今井ゆうぞう,,,238129,male,今井ゆうぞう,
,,1965,,False,,-1,,いまい やすひこ,-1,今井靖彦,,,377645,male,今井靖彦,
,,1957,,False,,-1,,いまい きよたか,-1,今井清隆,,,486854,male,今井清隆,
{{生年月日と年齢|1952|03|31}},{{JPN}}・東京都,1952,,False,武蔵中学校・高等学校（卒業）九州芸術工科大学芸術工学部環境設計学科（中退）ワールドカレッジ・ウェスト（中退）,-1,,ほしかわ じゅん,-1,星川淳,,作家、翻訳家、環境活動家,640614,male,星川淳,
,,1976,,False,,-1,,いぶすき ごう,-1,指宿豪,,,931602,male,指宿豪,
,,1967,,False,,-1,,いまい ともひこ,-1,今井朋彦,,,960625,male,今井朋彦,
,,1944,,False,,-1,,ふじわら しんや,-1,藤原新也,,,1069789,male,藤原新也,
,,1998,,False,,-1,,いまい ゆうき,-1,今井悠貴,,,1079219,male,今井悠貴,
,,1956,,False,,-1,,ふるき まさる,-1,古木優,,,1224459,male,古木優,
,,1984,,False,,-1,,いまい つねみつ,-1,今井恒允,,,1440492,male,今井恒允,
,,1964,,False,,-1,,いまい しょういち,-1,今井彰一,,,1628522,male,今井彰一,
,,1980,,False,,-1,,いまい しげお,-1,今井茂雄,,,1688092,male,今井茂雄,
,,1957,,False,,-1,,いまい あつし,-1,今井敦,,,1779880,male,今井敦 (俳優),
,,1905,,False,,-1,,ふるや やすじ,-1,古屋安治,,,1783853,male,古屋安治,
{{生年月日と年齢|1926|9|13|no}},{{CHN1912}}・上海,1926,,False,,-1,,ふるや やすお,-1,古屋安雄,,神学者,1951068,male,古屋安雄,
,,1976,,False,,-1,,いまい こうすけ,-1,今井孝祐,,,1953630,male,今井孝祐,
,,1957,,False,,-1,,ふじもと みつる,-1,藤本満,,,2004974,male,藤本満,
{{生年月日と年齢|1982|11|10}},{{JPN}} 北海道札幌市,1982,,False,立命館大学文学部史学科,-1,,ふるや つねひら,-1,古谷経衡,{{JPN}},評論家、文筆家,2227050,male,古谷経衡,
{{生年月日と年齢|1958|01|06}},{{JPN}}・東京都,1958,,False,東京工業大学大学院（物理学）,-1,,みなかみ りゅうたろう,-1,皆神龍太郎,,ジャーナリスト、疑似科学ウォッチャー,56834,male,皆神龍太郎,
,,,,False,,-1,,みや こうじ,-1,雅孝司,,,254923,male,雅孝司,
,,1968,,False,,-1,,むらかみ けんじ,-1,村上健司,,,469114,male,村上健司,
,,,,False,,-1,,みやもと たつひこ,-1,宮本辰彦,,,550269,male,宮本辰彦,
,,1970,,False,,-1,,みやざき とむ,-1,宮崎吐夢,,,680482,male,宮崎吐夢,
,,1923,,False,,-1,,みた じゅんいち,-1,三田純市,,,804886,male,三田純市,
{{生年月日と年齢|1936|7|29}},{{JPN}}・東京府東京市,1936,,False,,-1,,みなみやま ひろし,-1,南山宏,{{JPN}},作家、翻訳家、怪奇現象研究家、編集者,859195,male,南山宏,
,,1909,,False,,-1,,むらかみ のぶひこ,-1,村上信彦,,,976017,male,村上信彦,
,,1995,,False,,-1,,いわぬま ゆうすけ,-1,岩沼佑亮,,,1078261,male,岩沼佑亮,
{{生年月日と年齢|1962|10|10}},{{JPN}}・福岡県久留米市,1962,,False,慶應義塾大学文学部社会学科,-1,,みやざき てつや,-1,宮崎哲弥,{{JPN}},評論家（政治哲学、宗教思想）コメンテーター,1270048,male,宮崎哲弥,
,,1928,,False,,-1,,みとおか みちお,-1,三戸岡道夫,,,1440089,male,三戸岡道夫,
,,1923,,False,,-1,,むしあけ あろむ,-1,虫明亜呂無,,,1613898,male,虫明亜呂無,
,,1907,,False,,-1,,みやにし ほういつ,-1,宮西豊逸,,,1655149,male,宮西豊逸,
{{生年月日と年齢|1960|05|15}},{{JPN}}・東京都,1960,,False,バークリー音楽大学作曲パフォーマンス課程,-1,,みなみ ひろし,-1,南博,,ピアニスト、作曲家、エッセイスト、文筆家,1734977,male,南博 (ジャズピアニスト),
{{生年月日と年齢|1935|5|15}},{{JPN}}・長崎県長崎市,1935,A型,False,海星中学校,-1,,みわ あきひろ,-1,美輪明宏,,シンガーソングライター俳優演出家タレント声優,1831225,male,美輪明宏,
{{生年月日と年齢|1972|9|28}},{{JPN}} 愛媛県 八幡浜市,1972,,False,東京藝術大学,-1,,みやもと ますみつ,-1,宮本益光,,声楽家（バリトン）オペラ歌手合唱指揮者音楽学者音楽教育者詩人（作詞家）翻訳家（訳詞家）著作家脚本家オペラ演出家舞台演出家作曲家,1850241,male,宮本益光,
1938年6月28日,,1938,,False,ベルリン造形大学,-1,,さの ようこ,-1,佐野洋子,{{JPN}},絵本作家・脚本家・翻訳家,175540,female,佐野洋子,
,,1957,,False,,-1,,さたけ みほ,-1,佐竹美保,,,307698,female,佐竹美保,
,,1967,,False,,-1,,さかざき ちはる,-1,坂崎千春,,,387230,female,坂崎千春,
,,,,False,,-1,,こばやし けいか,-1,小林佳果,,,405991,female,小林佳果,
,,1977,,False,,-1,,こばやし あつこ,-1,小林寛子,,,447437,female,小林寛子,
{{生年月日と年齢|1966|04|01}},{{flagicon|JPN}} 兵庫県,1966,,False,東京芸術大学美術学部油絵科卒業,-1,,さかい こまこ,-1,酒井駒子,{{JPN}},絵本作家,539215,female,酒井駒子,
,,1988,,False,,-1,,こにし みき,-1,小西美希,,,838874,female,小西美希,
,,1963,,False,,-1,,しまだ ゆか,-1,島田ゆか,,,855912,female,島田ゆか,
,,,,False,,-1,,きたみ ようこ,-1,北見葉胡,,,895082,female,北見葉胡,
,,1955,,False,,-1,,たかどの ほうこ,-1,高楼方子,,,1139983,female,高楼方子,
,,1991,,False,,-1,,こばやし さり,-1,小林さり,,,1369570,female,小林さり,
,,,,False,,-1,,すぎた ひろみ,-1,杉田比呂美,,,1409319,female,杉田比呂美,
,,1928,,False,,-1,,こうやま よしこ,-1,香山美子,,,1463263,female,香山美子 (作家),
{{生年月日と年齢|1947|8|30}},{{Flagicon|JPN}} 北海道札幌市（出身地は北海道小樽市）,1947,,False,北海道大学北海道大学大学院,-1,,やまうち まさゆき,-1,山内昌之,{{JPN}},歴史学,103984,male,山内昌之,
,,1931,,False,,-1,,やまなか ひさし,-1,山中恒,,,223395,male,山中恒,
1901年1月18日,東京府東京市神田区,1901,,False,,-1,,むらやま ともよし,-1,村山知義,{{JPN}},,360506,male,村山知義,
{{生年月日と年齢|1956|04|04}},{{JPN}}・埼玉県所沢市,1956,,False,早稲田大学政治経済学部,-1,,もとはし のぶひろ,-1,本橋信宏,,,395148,male,本橋信宏,
,,1964,,False,,-1,,もうり もとさだ,-1,毛利元貞,,,661917,male,毛利元貞,
,,1901,,False,,-1,,やすなが はじめ,-1,安永一,,,676365,male,安永一,
{{生年月日と年齢|1939|11|27|no}},大阪府大阪市港区,1939,,False,関西学院大学法学部 中退,-1,,やまの こういち,-1,山野浩一,{{JPN}},小説家、競馬評論家,897938,male,山野浩一,
,,1941,,False,,-1,,もてき ひろみち,-1,茂木弘道,,,950577,male,茂木弘道,
{{生年月日と年齢|1966|7|20}},{{JPN}} {{flagicon|徳島県}}徳島県徳島市,,,False,神奈川大学経済学部卒業放送大学大学院文化科学研究科修士課程修了,-1,,やまぐち びんたろう,-1,山口敏太郎,{{JPN}},作家YouTuberタレントコメンテーター,1081644,male,山口敏太郎,
1939年,東京,1939,,False,早稲田大学文学部演劇専修,-1,,やました かつとし,-1,山下勝利,{{JPN}},ジャーナリスト、ルポライター、評論家,1126195,male,山下勝利,
,,1946,,False,,-1,,やまざき てつ,-1,山崎哲,,,1161974,male,山崎哲,
,,1919,,False,,-1,,やまだ いちろう,-1,山田一郎,,,1386034,male,山田一郎 (評論家),
,,1975,,False,,-1,,やまぐち ようへい,-1,山口揚平,,,1389281,male,山口揚平,
,,1931,,False,,-1,,やなぎさわ かいちろう,-1,柳澤嘉一郎,,,1527904,male,柳澤嘉一郎,
,,1935,,False,,-1,,やの せいいち,-1,矢野誠一,,,1599826,male,矢野誠一,
,,1965,,False,,-1,,やの りゅうおう,-1,矢野龍王,,,1972080,male,矢野龍王,
,,1961,,False,,-1,,やまむら たつや,-1,山村竜也,,,1972597,male,山村竜也,
,,1938,,False,,-1,,やましろ しんご,-1,山城新伍,,,2124080,male,山城新伍,
,,1926,,False,,-1,,もりもと ただお,-1,森本忠夫,,,2323757,male,森本忠夫,
{{Plainlist| * {{生年月日と年齢|1954|4|1}} * {{JPN}} 東京都足立区 }},{{JPN}} 東京都,1954,,False,東京デザイナー学院,-1,,ひらさわ すすむ,-1,平沢進,,{{Hlist-comma|シンガーソングライター|作詞家|作曲家|音楽プロデューサー|映像CGアーティスト|著作家}},43562,male,平沢進,
{{生年月日と年齢|1950|6|15}},{{JPN}}・北海道虻田郡真狩村,1950,A型,False,,-1,,ほそかわ たかし,-1,細川たかし,,演歌歌手,53565,male,細川たかし,
,,1988,,False,,-1,,ふるや けいた,-1,古屋敬多,,,107259,male,古屋敬多,
,,1944,,False,,-1,,ふるや いっこう,-1,古谷一行,,,194830,male,古谷一行,
{{生年月日と年齢|1932|6|12|no}},{{JPN}} 栃木県塩谷郡塩谷町,1932,,False,東洋音楽学校卒業,-1,,ふなむら とおる,-1,船村徹,,作曲家・歌手,378668,male,船村徹,
,,1950,,False,,-1,,ほんごう なおき,-1,本郷直樹,,,420263,male,本郷直樹,
,,1917,,False,,-1,,ふじ のぶお,-1,冨士信夫,,,427429,male,冨士信夫,
,,1958,,False,,-1,,ひるこがみ けん,-1,蛭児神建,,,485946,male,蛭児神建,
,,1948,,False,,-1,,へんとな もとむ,-1,辺土名求,,,750746,male,辺土名求,
,,1966,,False,,-1,,ふじた なるひと,-1,藤田徳人,,,881607,male,藤田徳人,
,,1930,,False,,-1,,ふじうら あつし,-1,藤浦敦,,,1059239,male,藤浦敦,
,,1962,,False,,-1,,ほりうち たかひと,-1,堀内孝人,,,1063752,male,堀内孝人,
,,1968,,False,,-1,,ひらやま ゆずる,-1,平山譲,,,1235035,male,平山譲,
{{生年月日|1947|1|22}},岡山県児島郡福田村（現：倉敷市）,1947,,False,,-1,180,ほしの せんいち,-1,星野仙一,{{JPN}},,1268784,male,星野仙一,80
,,1947,,False,,-1,,ほり こういちろ,-1,堀光一路,,,1292853,male,堀光一路,
,,1966,,False,,-1,,ふかだ たくみ,-1,深田匠,,,1563641,male,深田匠,
1962年,{{flagicon|JPN}} 福岡県北九州市,1962,,False,,-1,,ふくざわ てつぞう,-1,福澤徹三,{{JPN}},小説家ホラー作家推理作家,1590547,male,福澤徹三,
,,1897,,False,,-1,,ひらの れいじ,-1,平野零児,,,1768218,male,平野零児,
,,1958,,False,,-1,,いのうえ のりひろ,-1,井上倫宏,,,84227,male,井上倫宏,
,,1949,,False,,-1,,いぶ まさとう,-1,伊武雅刀,,,91618,male,伊武雅刀,
,,1938,,False,,-1,,いのうえ まきお,-1,井上真樹夫,,,120570,male,井上真樹夫,
,,1946,,False,,-1,,いぶき ごろう,-1,伊吹吾郎,,,154280,male,伊吹吾郎,
,,1990,,False,,-1,,いのお けい,-1,伊野尾慧,,,213045,male,伊野尾慧,
,,1881,,False,,-1,,いのうえ まさお,-1,井上正夫,,,325933,male,井上正夫,
,,1949,,False,,-1,,いぶき ごう,-1,伊吹剛,,,548280,male,伊吹剛,
,,1979,,False,,-1,,いのうえ よしお,-1,井上芳雄,,,568509,male,井上芳雄,
,,1975,,False,,-1,,いのうえ チャル,-1,井之上チャル,,,766793,male,井之上チャル,
,,1948,,False,,-1,,いはら けいすけ,-1,井原啓介,,,1029080,male,井原啓介,
,,1980,,False,,-1,,いのうえ りょう,-1,井上亮,,,1160365,male,井上亮 (俳優),
,,1930,,False,,-1,,いはら とく,-1,伊原徳,,,1187667,male,伊原徳,
,,1888,,False,,-1,,いのうえ れいぞう,-1,井上麗三,,,1276097,male,井上麗三,
,,1965,,False,,-1,,いのうえ ともゆき,-1,井上智之,,,1378671,male,井上智之,
,,1940,,False,,-1,,いぶき とおる,-1,伊吹徹,,,1486589,male,伊吹徹,
,,1995,,False,,-1,,いのわき かい,-1,井之脇海,,,1590516,male,井之脇海,
,,1989,,False,,-1,,いのうえ まさひろ,-1,井上正大,,,1666162,male,井上正大,
,,1978,,False,,-1,,かねこ えり,-1,金子絵里,,,164623,female,金子絵里,
,,1968,,False,,-1,,かとう まり,-1,加藤麻里,,,1298256,female,加藤麻里,
,,1992,,False,,-1,,かまた はなえ,-1,蒲田華恵,,,1315701,female,蒲田華恵,
,,1988,,False,,-1,,かねだ カロリナ,-1,兼田カロリナ,,,1339219,female,兼田カロリナ,
,,1989,,False,,-1,,かねはら あんな,-1,金原杏奈,,,1379809,female,金原杏奈,
,,1980,,False,,-1,,かたやま ひとみ,-1,片山瞳,,,1437167,female,片山瞳,
,,1985,,False,,-1,,かみのみや えりさ,-1,上ノ宮絵理沙,,,1506635,female,上ノ宮絵理沙,
,,1995,,False,,-1,,かみもと ゆり,-1,神元結莉,,,1530407,female,神元結莉,
,,1991,,False,,-1,,かねこ おりえ,-1,金子織江,,,1673418,female,金子織江,
,,1997,,False,,-1,,かとう はづき,-1,加藤葉月,,,2115279,female,加藤葉月,
,,,,False,,-1,,もろぐち あきら,-1,諸口あきら,,,43619,male,諸口あきら,
{{生年月日と年齢|1929|1|17|no}},{{JPN}}・福岡県浮羽郡吉井町（現・うきは市）,1929,AB型,False,,-1,,むらた ひでお,-1,村田英雄,,演歌歌手、俳優,64503,male,村田英雄,
{{生年月日と年齢|1940|2|25}},{{JPN}} 北海道留萌市,1940,,False,日本大学芸術学部中退,-1,,もりた こういち,-1,森田公一,,作曲家、編曲家、歌手,112094,male,森田公一,
,,1982,,False,,-1,,むらかみ しんご,-1,村上信五,,,114340,male,村上信五,
,,,,False,,-1,,みやざと ひろし,-1,宮里ひろし,,,130809,male,宮里ひろし,
,,1973,,False,,-1,,やすだ けん,-1,安田顕,,,133370,male,安田顕,
{{生年月日と年齢|1971|5|21}},{{JPN}}・宮崎県西都市,1971,,False,洗足学園音楽大学音楽学部卒業アムステルダム音楽院オランダ政府給費留学,-1,,めら よしかず,-1,米良美一,,声楽家,151552,male,米良美一,
,,1971,,False,,-1,,もりさき ひろゆき,-1,森崎博之,,,161732,male,森崎博之,
,,1984,,False,,-1,,やすだ しょうた,-1,安田章大,,,171945,male,安田章大,
,,1947,,False,,-1,,めぐろ ゆうき,-1,目黒祐樹,,,180263,male,目黒祐樹,
,,1982,,False,,-1,,もり ゆうすけ,-1,森雄介,,,189832,male,森雄介,
,,1949,,False,,-1,,もりた けんさく,-1,森田健作,,,213350,male,森田健作,
{{生年月日と年齢|1932|8|30|no}},{{JPN}}・秋田県鹿角市,1932,,False,,-1,,むらき けんきち,-1,村木賢吉,,歌手,339891,male,村木賢吉,
,,1946,,False,同志社大学,-1,,もりした じろう,-1,森下次郎,,フォークシンガー、プロデューサー,341538,male,森下次郎,
,,1959,,False,,-1,,みやうち りょう,-1,宮内良,,,437743,male,宮内良,
{{生年月日と年齢|1994|1|25}},{{JPN}}・東京都,1994,,False,,-1,,もりうち ひろき,-1,森内寛樹,,{{hlist-comma|シンガーソングライター|ボーカリスト}},738333,male,森内寛樹,
1953年2月28日,{{JPN}}・熊本県水俣市浜町（仲之町通り）,1953,,False,日本デザイナー学院広島校卒業,-1,,むらした こうぞう,-1,村下孝蔵,,シンガーソングライター,828069,male,村下孝蔵,
{{生年月日と年齢|1949|1|11}},{{JPN}}大阪府堺市,1949,,False,,-1,,もりもと ひでよ,-1,森本英世,,,866652,male,森本英世,
{{生年月日と年齢|1947|11|18}}{{JPN}}・山梨県甲府市,{{JPN}}・鹿児島県鹿児島市,1947,,False,鹿児島市立長田中学校 卒業,-1,,もり しんいち,-1,森進一,,{{hlist-comma|歌手|シンガーソングライター}},923108,male,森進一,
{{生年月日と年齢|1950|12|6}},{{JPN}}・長野県中野市,1950,,False,国立音楽大学作曲科卒業,-1,,ひさいし じょう,-1,久石譲,,{{Hlist-comma|作曲家|編曲家|指揮者|ピアニスト}},32782,male,久石譲,
{{生年月日と年齢|1940|11|5|no}},"{{JPN}},東京都深川区木場",1940,,False,千葉県立国府台高等学校中退,-1,,ヒデ ゆうき,-1,ヒデ夕樹,,歌手,43336,male,ヒデ夕樹,
,,,,False,,-1,,ふくなが ほうげん,-1,福永法源,,,81248,male,福永法源,
{{生年月日と年齢|1947|9|19}},岡山県高梁市,1947,,False,,-1,176,ひらまつ まさじ,-1,平松政次,{{JPN}},,93769,male,平松政次,74
{{生年月日|1937|12|24}},{{JPN}}・東京府東京市牛込（現：東京都新宿区）,1937,,False,慶應義塾高等学校中退,-1,,ひらお まさあき,-1,平尾昌晃,,作曲家作詞家歌手,98070,male,平尾昌晃,
